package,component,fname
JWileymisc,geom,geom_tufterange
JWileymisc,theme,theme_tufte
KraljicMatrix,geom,geom_frontier
KraljicMatrix,stat,stat_frontier
landscapemetrics,scale,scale_sample
lares,scale,scale_x_abbr
lares,scale,scale_x_comma
lares,scale,scale_x_dollar
lares,scale,scale_x_formatNum
lares,scale,scale_x_percent
lares,scale,scale_y_abbr
lares,scale,scale_y_comma
lares,scale,scale_y_dollar
lares,scale,scale_y_formatNum
lares,scale,scale_y_percent
lares,theme,theme_lares
lcars,theme,theme_lcars_dark
lcars,theme,theme_lcars_light
ldmppr,scale,scale_rasters
legendry,scale,scale_x_dendro
legendry,scale,scale_y_dendro
legendry,theme,theme_guide
legendry,guide,guide_axis_base
legendry,guide,guide_axis_dendro
legendry,guide,guide_axis_nested
legendry,guide,guide_circles
legendry,guide,guide_colbar
legendry,guide,guide_colring
legendry,guide,guide_colsteps
legendry,guide,guide_legend_base
legendry,guide,guide_legend_cross
legendry,guide,guide_legend_group
lemon,geom,geom_pointline
lemon,geom,geom_pointpath
lemon,geom,geom_siderange
lemon,scale,scale_x_symmetric
lemon,scale,scale_y_symmetric
lemon,coord,coord_capped_cart
lemon,coord,coord_capped_flip
lemon,coord,coord_flex_cart
lemon,coord,coord_flex_fixed
lemon,coord,coord_flex_flip
lemon,facet,facet_rep_grid
lemon,facet,facet_rep_wrap
litteR,stat,stat_adj_boxplot
litteR,stat,stat_adj_boxplot_outlier
lmap,theme,theme_lmda
loon.ggplot,geom,geom_imageGlyph
loon.ggplot,geom,geom_pointrangeGlyph
loon.ggplot,geom,geom_polygonGlyph
loon.ggplot,geom,geom_serialAxesGlyph
loon.ggplot,geom,geom_textGlyph
loon.ggplot,scale,scale_multi
LorMe,theme,theme_zg
lvplot,geom,geom_lv
lvplot,stat,stat_lv
lvplot,scale,scale_fill_lv
makemyprior,scale,scale_precmat
mapcan,theme,theme_mapcan
mdsr,theme,theme_mdsr
metaconfoundr,geom,geom_cochrane
metaconfoundr,scale,scale_color_cochrane
metaconfoundr,scale,scale_fill_cochrane
metaconfoundr,scale,scale_shape_cochrane
metaconfoundr,facet,facet_constructs
metaconfoundr,theme,theme_mc
metamorphr,scale,scale_auto
metamorphr,scale,scale_center
metamorphr,scale,scale_level
metamorphr,scale,scale_pareto
metamorphr,scale,scale_range
metamorphr,scale,scale_vast
metamorphr,scale,scale_vast_grouped
metan,theme,theme_metan
metan,theme,theme_metan_minimal
MetBrewer,scale,scale_color_met_c
MetBrewer,scale,scale_color_met_d
MetBrewer,scale,scale_colour_met_c
MetBrewer,scale,scale_colour_met_d
MetBrewer,scale,scale_fill_met_c
MetBrewer,scale,scale_fill_met_d
metR,geom,geom_arrow
metR,geom,geom_contour2
metR,geom,geom_contour_fill
metR,geom,geom_contour_tanaka
metR,geom,geom_label_contour
metR,geom,geom_relief
metR,geom,geom_shadow
metR,geom,geom_streamline
metR,geom,geom_text_contour
metR,geom,geom_vector
metR,stat,stat_contour2
metR,stat,stat_contour_fill
metR,stat,stat_na
metR,stat,stat_streamline
metR,stat,stat_subset
metR,scale,scale_color_divergent
metR,scale,scale_colour_divergent
metR,scale,scale_fill_discretised
metR,scale,scale_fill_divergent
metR,scale,scale_fill_divergent_discretised
metR,scale,scale_label_alpha_continuous
metR,scale,scale_label_colour_continuous
metR,scale,scale_label_size_continuous
metR,scale,scale_mag
metR,scale,scale_mag_continuous
metR,scale,scale_stroke.colour_continuous
metR,scale,scale_x_latitude
metR,scale,scale_x_level
metR,scale,scale_x_longitude
metR,scale,scale_y_latitude
metR,scale,scale_y_level
metR,scale,scale_y_longitude
metR,guide,guide_colorstrip
metR,guide,guide_colourstrip
MexBrewer,scale,scale_color_mex_c
MexBrewer,scale,scale_color_mex_d
MexBrewer,scale,scale_colour_mex_c
MexBrewer,scale,scale_colour_mex_d
MexBrewer,scale,scale_fill_mex_c
MexBrewer,scale,scale_fill_mex_d
MixedIndTests,stat,stat_dep
MixedIndTests,stat,stat_dep_ser
mlbplotR,geom,geom_from_path
mlbplotR,geom,geom_mean_lines
mlbplotR,geom,geom_median_lines
mlbplotR,geom,geom_milb_dot_headshots
mlbplotR,geom,geom_milb_dot_logos
mlbplotR,geom,geom_milb_light_cap_logos
mlbplotR,geom,geom_milb_logos
mlbplotR,geom,geom_mlb_dark_cap_logos
mlbplotR,geom,geom_mlb_dot_headshots
mlbplotR,geom,geom_mlb_dot_logos
mlbplotR,geom,geom_mlb_headshots
mlbplotR,geom,geom_mlb_light_cap_logos
mlbplotR,geom,geom_mlb_logos
mlbplotR,geom,geom_mlb_scoreboard_logos
mlbplotR,scale,scale_color_mlb
mlbplotR,scale,scale_colour_mlb
mlbplotR,scale,scale_fill_mlb
mlbplotR,scale,scale_x_mlb
mlbplotR,scale,scale_y_mlb
mlbplotR,theme,theme_x_mlb
mlbplotR,theme,theme_y_mlb
moderndive,geom,geom_categorical_model
moderndive,geom,geom_parallel_slopes
mosaic,theme,theme_map
mousetrap,scale,scale_within
mpower,scale,scale_f
mpower,scale,scale_sigma
MSUthemes,scale,scale_color_bigten_c
MSUthemes,scale,scale_color_bigten_d
MSUthemes,scale,scale_color_msu_c
MSUthemes,scale,scale_color_msu_d
MSUthemes,scale,scale_colour_bigten_c
MSUthemes,scale,scale_colour_bigten_d
MSUthemes,scale,scale_colour_msu_c
MSUthemes,scale,scale_colour_msu_d
MSUthemes,scale,scale_fill_bigten_c
MSUthemes,scale,scale_fill_bigten_d
MSUthemes,scale,scale_fill_msu_c
MSUthemes,scale,scale_fill_msu_d
MSUthemes,theme,theme_MSU
multinma,geom,geom_km
multinma,theme,theme_multinma
mycolorsTB,scale,scale_color_classicTB
mycolorsTB,scale,scale_color_mycolors
mycolorsTB,scale,scale_fill_classicTB
mycolorsTB,scale,scale_fill_mycolors
myTAI,stat,stat_early_conservation_test
myTAI,stat,stat_flatline_test
myTAI,stat,stat_late_conservation_test
myTAI,stat,stat_pairwise_test
myTAI,stat,stat_reductive_hourglass_test
myTAI,stat,stat_reverse_hourglass_test
naniar,geom,geom_miss_point
naniar,stat,stat_miss_point
NatParksPalettes,scale,scale_color_natparks_c
NatParksPalettes,scale,scale_color_natparks_d
NatParksPalettes,scale,scale_colour_natparks_c
NatParksPalettes,scale,scale_colour_natparks_d
NatParksPalettes,scale,scale_fill_natparks_c
NatParksPalettes,scale,scale_fill_natparks_d
nestcolor,theme,theme_nest
nestedcv,stat,stat_filter
neuroim2,scale,scale_fill_neuro
neuroim2,scale,scale_series
neuroim2,coord,coord_to_grid
neuroim2,coord,coord_to_index
neuroim2,theme,theme_neuro
nevada,stat,stat_generalized_edge_count
nevada,stat,stat_original_edge_count
nevada,stat,stat_student_euclidean
nevada,stat,stat_weighted_edge_count
nevada,stat,stat_welch_euclidean
nflplotR,geom,geom_from_path
nflplotR,geom,geom_mean_lines
nflplotR,geom,geom_median_lines
nflplotR,geom,geom_nfl_headshots
nflplotR,geom,geom_nfl_logos
nflplotR,geom,geom_nfl_wordmarks
nflplotR,scale,scale_color_nfl
nflplotR,scale,scale_colour_nfl
nflplotR,scale,scale_fill_nfl
ngramr,theme,theme_google
NHSRplotthedots,geom,geom_ptd_icon
nima,scale,scale_color_nima
nima,scale,scale_fill_nima
nima,theme,theme_jetblack
nima,theme,theme_nima
nlmixr2plot,geom,geom_amt
nlmixr2plot,geom,geom_cens
nlmixr2plot,stat,stat_amt
nlmixr2plot,stat,stat_cens
nonmem2R,stat,stat_corr
nonmem2R,stat,stat_denx
nonmem2R,stat,stat_dnorm
nonmem2R,stat,stat_hmean
nonmem2R,stat,stat_hmedian
nonmem2R,position,position_scale
nord,scale,scale_color_nord
nord,scale,scale_colour_nord
nord,scale,scale_fill_nord
nuggets,geom,geom_diamond
nullabor,theme,theme_strip
oceanis,coord,coord_legende
okcolors,scale,scale_color_okcolors
okcolors,scale,scale_fill_okcolors
onsvplot,scale,scale_discrete_onsv
onsvplot,theme,theme_onsv
openintro,scale,scale_color_openintro
openintro,scale,scale_fill_openintro
openMSE,theme,theme_default
ordr,geom,geom_axis
ordr,geom,geom_bagplot
ordr,geom,geom_cols_axis
ordr,geom,geom_cols_bagplot
ordr,geom,geom_cols_contour
ordr,geom,geom_cols_density_2d
ordr,geom,geom_cols_density_2d_filled
ordr,geom,geom_cols_interpolation
ordr,geom,geom_cols_isoline
ordr,geom,geom_cols_label
ordr,geom,geom_cols_label_repel
ordr,geom,geom_cols_lineranges
ordr,geom,geom_cols_path
ordr,geom,geom_cols_point
ordr,geom,geom_cols_pointranges
ordr,geom,geom_cols_polygon
ordr,geom,geom_cols_rule
ordr,geom,geom_cols_text
ordr,geom,geom_cols_text_radiate
ordr,geom,geom_cols_text_repel
ordr,geom,geom_cols_vector
ordr,geom,geom_interpolation
ordr,geom,geom_isoline
ordr,geom,geom_label_repel
ordr,geom,geom_lineranges
ordr,geom,geom_origin
ordr,geom,geom_pointranges
ordr,geom,geom_rows_axis
ordr,geom,geom_rows_bagplot
ordr,geom,geom_rows_contour
ordr,geom,geom_rows_density_2d
ordr,geom,geom_rows_density_2d_filled
ordr,geom,geom_rows_interpolation
ordr,geom,geom_rows_isoline
ordr,geom,geom_rows_label
ordr,geom,geom_rows_label_repel
ordr,geom,geom_rows_lineranges
ordr,geom,geom_rows_path
ordr,geom,geom_rows_point
ordr,geom,geom_rows_pointranges
ordr,geom,geom_rows_polygon
ordr,geom,geom_rows_rule
ordr,geom,geom_rows_text
ordr,geom,geom_rows_text_radiate
ordr,geom,geom_rows_text_repel
ordr,geom,geom_rows_vector
ordr,geom,geom_rule
ordr,geom,geom_text_radiate
ordr,geom,geom_text_repel
ordr,geom,geom_unit_circle
ordr,geom,geom_vector
ordr,stat,stat_bagplot
ordr,stat,stat_center
ordr,stat,stat_chull
ordr,stat,stat_cols
ordr,stat,stat_cols_bagplot
ordr,stat,stat_cols_center
ordr,stat,stat_cols_chull
ordr,stat,stat_cols_cone
ordr,stat,stat_cols_density_2d
ordr,stat,stat_cols_density_2d_filled
ordr,stat,stat_cols_depth
ordr,stat,stat_cols_depth_filled
ordr,stat,stat_cols_ellipse
ordr,stat,stat_cols_peel
ordr,stat,stat_cols_projection
ordr,stat,stat_cols_rule
ordr,stat,stat_cols_scale
ordr,stat,stat_cols_spantree
ordr,stat,stat_cols_star
ordr,stat,stat_cone
ordr,stat,stat_depth
ordr,stat,stat_depth_filled
ordr,stat,stat_peel
ordr,stat,stat_projection
ordr,stat,stat_rows
ordr,stat,stat_rows_bagplot
ordr,stat,stat_rows_center
ordr,stat,stat_rows_chull
ordr,stat,stat_rows_cone
ordr,stat,stat_rows_density_2d
ordr,stat,stat_rows_density_2d_filled
ordr,stat,stat_rows_depth
ordr,stat,stat_rows_depth_filled
ordr,stat,stat_rows_ellipse
ordr,stat,stat_rows_peel
ordr,stat,stat_rows_projection
ordr,stat,stat_rows_rule
ordr,stat,stat_rows_scale
ordr,stat,stat_rows_spantree
ordr,stat,stat_rows_star
ordr,stat,stat_rule
ordr,stat,stat_scale
ordr,stat,stat_spantree
ordr,stat,stat_star
ordr,coord,coord_scaffold
ordr,theme,theme_biplot
ordr,theme,theme_scaffold
ordr,position,position_nudge_repel
palettes,scale,scale_color_palette_b
palettes,scale,scale_color_palette_c
palettes,scale,scale_color_palette_d
palettes,scale,scale_colour_palette_b
palettes,scale,scale_colour_palette_c
palettes,scale,scale_colour_palette_d
palettes,scale,scale_fill_palette_b
palettes,scale,scale_fill_palette_c
palettes,scale,scale_fill_palette_d
pammtools,geom,geom_hazard
pammtools,geom,geom_stephazard
pammtools,geom,geom_stepribbon
pammtools,geom,geom_surv
Paris2024Colours,scale,scale_color_paris2024
Paris2024Colours,scale,scale_color_paris2024_c
Paris2024Colours,scale,scale_color_paris2024_d
Paris2024Colours,scale,scale_colour_paris2024
Paris2024Colours,scale,scale_colour_paris2024_c
Paris2024Colours,scale,scale_colour_paris2024_d
Paris2024Colours,scale,scale_fill_paris2024
Paris2024Colours,scale,scale_fill_paris2024_c
Paris2024Colours,scale,scale_fill_paris2024_d
pcutils,scale,scale_color_pc
pcutils,scale,scale_fill_pc
phylepic,geom,geom_calendar
phylepic,geom,geom_node_text_filled
phylepic,stat,stat_bin2d_auto
phylepic,stat,stat_bin_2d_auto
phylepic,stat,stat_bin_auto
phylepic,stat,stat_bin_location
phylepic,scale,scale_x_week
phylepic,coord,coord_tree
PieGlyph,geom,geom_pie_glyph
PieGlyph,geom,geom_pie_interactive
PieGlyph,scale,scale_radius
PieGlyph,scale,scale_radius_continuous
PieGlyph,scale,scale_radius_discrete
PieGlyph,scale,scale_radius_manual
plotROC,geom,geom_roc
plotROC,geom,geom_rocci
plotROC,stat,stat_roc
plotROC,stat,stat_rocci
plotthis,theme,theme_blank
plotthis,theme,theme_box
plotthis,theme,theme_this
plutor,geom,geom_compare
plutor,geom,geom_describe
plutor,scale,scale_ele
plutor,scale,scale_x_continuous_pl
plutor,scale,scale_x_log10_pl
plutor,scale,scale_y_continuous_pl
plutor,scale,scale_y_log10_pl
plutor,theme,theme_pl
plutor,theme,theme_pl0
plutor,position,position_floatxPL
plutor,position,position_floatyPL
poisonfrogs,scale,scale_color_poison
poisonfrogs,scale,scale_colour_poison
poisonfrogs,scale,scale_fill_poison
precisely,theme,theme_precisely
predict3d,theme,theme_bw2
predictNMB,theme,theme_sim
PrettyCols,scale,scale_color_pretty_c
PrettyCols,scale,scale_color_pretty_d
PrettyCols,scale,scale_color_pretty_div
PrettyCols,scale,scale_colour_pretty_c
PrettyCols,scale,scale_colour_pretty_d
PrettyCols,scale,scale_colour_pretty_div
PrettyCols,scale,scale_fill_pretty_c
PrettyCols,scale,scale_fill_pretty_d
PrettyCols,scale,scale_fill_pretty_div
prevR,theme,theme_prevR
prevR,theme,theme_prevR_light
productplots,scale,scale_x_product
productplots,scale,scale_y_product
protti,scale,scale_protti
PTXQC,theme,theme_blank
pubh,theme,theme_pubh
PupillometryR,geom,geom_flat_violin
qdap,theme,theme_badkitchen
qdap,theme,theme_cafe
qdap,theme,theme_duskheat
qdap,theme,theme_grayscale
qdap,theme,theme_greyscale
qdap,theme,theme_hipster
qdap,theme,theme_nightheat
qdap,theme,theme_norah
qqplotr,geom,geom_qq_band
qqplotr,stat,stat_pp_band
qqplotr,stat,stat_pp_line
qqplotr,stat,stat_pp_point
qqplotr,stat,stat_qq_band
qqplotr,stat,stat_qq_line
qqplotr,stat,stat_qq_point
quollr,geom,geom_hexgrid
quollr,geom,geom_trimesh
quollr,stat,stat_hexgrid
quollr,stat,stat_trimesh
qwraps2,stat,stat_stepribbon
r2dii.plot,scale,scale_colour_r2dii
r2dii.plot,scale,scale_colour_r2dii_sector
r2dii.plot,scale,scale_colour_r2dii_tech
r2dii.plot,scale,scale_fill_r2dii
r2dii.plot,scale,scale_fill_r2dii_sector
r2dii.plot,scale,scale_fill_r2dii_tech
r2dii.plot,theme,theme_2dii
r2spss,scale,scale_color_SPSS
r2spss,scale,scale_colour_SPSS
r2spss,scale,scale_fill_SPSS
r2spss,theme,theme_SPSS
r4pde,theme,theme_r4pde
radiant.data,theme,theme_version
radiant.model,scale,scale_df
Radviz,theme,theme_radviz
rcartocolor,scale,scale_color_carto_c
rcartocolor,scale,scale_color_carto_d
rcartocolor,scale,scale_colour_carto_c
rcartocolor,scale,scale_colour_carto_d
rcartocolor,scale,scale_fill_carto_c
rcartocolor,scale,scale_fill_carto_d
RcmdrPlugin.KMggplot2,geom,geom_stepribbon
RcmdrPlugin.KMggplot2,theme,theme_natrisk
RcmdrPlugin.KMggplot2,theme,theme_natrisk21
RcmdrPlugin.KMggplot2,theme,theme_natriskbg
RcmdrPlugin.KMggplot2,theme,theme_simple
RcmdrPlugin.KMggplot2,theme,theme_wsj2
RColorConesa,scale,scale_color_conesa
RColorConesa,scale,scale_fill_conesa
rdss,theme,theme_dd
RevGadgets,geom,geom_stepribbon
RImagePalette,scale,scale_color_image
RImagePalette,scale,scale_colour_image
RImagePalette,scale,scale_fill_image
RKorAPClient,geom,geom_freq_by_year_ci
rmoo,scale,scale_reference_directions
robmedExtra,theme,theme_mediation
rphylopic,geom,geom_phylopic
rphylopic,scale,scale_height_continuous
rphylopic,scale,scale_width_continuous
RSSL,geom,geom_classifier
RSSL,geom,geom_linearclassifier
RSSL,stat,stat_classifier
RSSthemes,scale,scale_color_rss_c
RSSthemes,scale,scale_color_rss_d
RSSthemes,scale,scale_colour_rss_c
RSSthemes,scale,scale_colour_rss_d
RSSthemes,scale,scale_fill_rss_c
RSSthemes,scale,scale_fill_rss_d
RSSthemes,theme,theme_significance
rticulate,geom,geom_polar_ci
rtrek,theme,theme_rtrek
rtrek,theme,theme_rtrek_dark
rxode2,geom,geom_amt
rxode2,geom,geom_cens
rxode2,geom,geom_line
rxode2,stat,stat_amt
rxode2,stat,stat_cens
rxode2,scale,scale_type
rxode2,scale,scale_x_continuous
rxode2,scale,scale_x_date
rxode2,scale,scale_x_discrete
rxode2,scale,scale_y_continuous
rxode2,scale,scale_y_date
rxode2,scale,scale_y_discrete
rxode2,facet,facet_wrap
rxode2,guide,guide_none
SangerTools,scale,scale_fill_sanger
SangerTools,theme,theme_sanger
scattermore,geom,geom_scattermore
scattermore,geom,geom_scattermost
scatterpie,geom,geom_scatterpie
scatterpie,geom,geom_scatterpie2
scatterpie,geom,geom_scatterpie_legend
scCustomize,theme,theme_ggprism_mod
scITD,scale,scale_variance
scoringutils,theme,theme_scoringutils
SCORPIUS,scale,scale_minmax
SCORPIUS,scale,scale_quantile
SCORPIUS,scale,scale_uniform
sdamr,geom,geom_flat_violin
sdamr,position,position_jitternudge
see,geom,geom_binomdensity
see,geom,geom_count2
see,geom,geom_count_borderless
see,geom,geom_from_list
see,geom,geom_jitter2
see,geom,geom_jitter_borderless
see,geom,geom_point2
see,geom,geom_point_borderless
see,geom,geom_pointrange2
see,geom,geom_pointrange_borderless
see,geom,geom_pooljitter
see,geom,geom_poolpoint
see,geom,geom_violindot
see,geom,geom_violinhalf
see,scale,scale_color_bluebrown
see,scale,scale_color_bluebrown_c
see,scale,scale_color_bluebrown_d
see,scale,scale_color_colorhex
see,scale,scale_color_colorhex_c
see,scale,scale_color_colorhex_d
see,scale,scale_color_flat
see,scale,scale_color_flat_c
see,scale,scale_color_flat_d
see,scale,scale_color_material
see,scale,scale_color_material_c
see,scale,scale_color_material_d
see,scale,scale_color_metro
see,scale,scale_color_metro_c
see,scale,scale_color_metro_d
see,scale,scale_color_oi
see,scale,scale_color_okabeito
see,scale,scale_color_pizza
see,scale,scale_color_pizza_c
see,scale,scale_color_pizza_d
see,scale,scale_color_see
see,scale,scale_color_see_c
see,scale,scale_color_see_d
see,scale,scale_color_social
see,scale,scale_color_social_c
see,scale,scale_color_social_d
see,scale,scale_colour_bluebrown
see,scale,scale_colour_bluebrown_c
see,scale,scale_colour_bluebrown_d
see,scale,scale_colour_colorhex
see,scale,scale_colour_colorhex_c
see,scale,scale_colour_colorhex_d
see,scale,scale_colour_flat
see,scale,scale_colour_flat_c
see,scale,scale_colour_flat_d
see,scale,scale_colour_material
see,scale,scale_colour_material_c
see,scale,scale_colour_material_d
see,scale,scale_colour_metro
see,scale,scale_colour_metro_c
see,scale,scale_colour_metro_d
see,scale,scale_colour_oi
see,scale,scale_colour_okabeito
see,scale,scale_colour_pizza
see,scale,scale_colour_pizza_c
see,scale,scale_colour_pizza_d
see,scale,scale_colour_see
see,scale,scale_colour_see_c
see,scale,scale_colour_see_d
see,scale,scale_colour_social
see,scale,scale_colour_social_c
see,scale,scale_colour_social_d
see,scale,scale_fill_bluebrown
see,scale,scale_fill_bluebrown_c
see,scale,scale_fill_bluebrown_d
see,scale,scale_fill_colorhex
see,scale,scale_fill_colorhex_c
see,scale,scale_fill_colorhex_d
see,scale,scale_fill_flat
see,scale,scale_fill_flat_c
see,scale,scale_fill_flat_d
see,scale,scale_fill_material
see,scale,scale_fill_material_c
see,scale,scale_fill_material_d
see,scale,scale_fill_metro
see,scale,scale_fill_metro_c
see,scale,scale_fill_metro_d
see,scale,scale_fill_oi
see,scale,scale_fill_okabeito
see,scale,scale_fill_pizza
see,scale,scale_fill_pizza_c
see,scale,scale_fill_pizza_d
see,scale,scale_fill_see
see,scale,scale_fill_see_c
see,scale,scale_fill_see_d
see,scale,scale_fill_social
see,scale,scale_fill_social_c
see,scale,scale_fill_social_d
see,coord,coord_radar
see,theme,theme_abyss
see,theme,theme_azurelight
see,theme,theme_blackboard
see,theme,theme_lucid
see,theme,theme_modern
see,theme,theme_radar
see,theme,theme_radar_dark
segclust2d,stat,stat_segm
sgplot,scale,scale_colour_continuous_sg
sgplot,scale,scale_colour_discrete_sg
sgplot,scale,scale_fill_continuous_sg
sgplot,scale,scale_fill_discrete_sg
sgplot,theme,theme_sg
sgraph,scale,scale_graph
shadowtext,geom,geom_shadowtext
shadowtext,geom,geom_shadowtext_interactive
shapper,theme,theme_drwhy_colors
sherlock,scale,scale_color_sherlock
sherlock,scale,scale_fill_sherlock
sherlock,theme,theme_sherlock
ShinyItemAnalysis,theme,theme_app
shinyMixR,theme,theme_shinyMixR
Signac,theme,theme_browser
sjPlot,scale,scale_color_sjplot
sjPlot,scale,scale_fill_sjplot
sjPlot,theme,theme_538
sjPlot,theme,theme_blank
sjPlot,theme,theme_sjplot
sjPlot,theme,theme_sjplot2
SlideCNA,scale,scale_nUMI
spinifex,scale,scale_01
spinifex,scale,scale_axes
spinifex,scale,scale_colour_discrete
spinifex,scale,scale_fill_discrete
spinifex,scale,scale_sd
spinifex,facet,facet_wrap_tour
spinifex,theme,theme_spinifex
sportyR,geom,geom_baseball
sportyR,geom,geom_basketball
sportyR,geom,geom_curling
sportyR,geom,geom_football
sportyR,geom,geom_hockey
sportyR,geom,geom_lacrosse
sportyR,geom,geom_soccer
sportyR,geom,geom_tennis
sportyR,geom,geom_volleyball
ssdtools,geom,geom_hcintersect
ssdtools,geom,geom_ssd
ssdtools,geom,geom_ssdpoint
ssdtools,geom,geom_ssdsegment
ssdtools,geom,geom_xribbon
ssdtools,stat,stat_ssd
ssdtools,scale,scale_color_ssd
ssdtools,scale,scale_colour_ssd
ssdtools,scale,scale_fill_ssd
staRdom,geom,geom_eempeakloc
staRdom,geom,geom_eemregions
staRdom,geom,geom_eemscatter
starry,stat,stat_anova
starry,stat,stat_correlation
starry,stat,stat_frequency
starry,stat,stat_regression_linear
starry,stat,stat_ttest
statar,stat,stat_binmean
statebins,geom,geom_statebins
statebins,theme,theme_statebins
stevemisc,theme,theme_steve_web
sugrrants,geom,geom_acf
sugrrants,stat,stat_acf
sugrrants,facet,facet_calendar
superb,geom,geom_flat_violin
superb,geom,geom_superberrorbar
supportR,theme,theme_lyon
survex,theme,theme_default_survex
survex,theme,theme_vertical_default_survex
survHE,theme,theme_survHE
survivoR,scale,scale_colour_survivor
survivoR,scale,scale_colour_tribes
survivoR,scale,scale_fill_survivor
survivoR,scale,scale_fill_tribes
survminer,theme,theme_cleantable
survminer,theme,theme_survminer
tabr,scale,scale_chords
tabr,scale,scale_chromatic
tabr,scale,scale_degree
tabr,scale,scale_diatonic
tabr,scale,scale_diff
tabr,scale,scale_harmonic_minor
tabr,scale,scale_hungarian_minor
tabr,scale,scale_interval
tabr,scale,scale_jazz_minor
tabr,scale,scale_major
tabr,scale,scale_melodic_minor
tabr,scale,scale_minor
tabr,scale,scale_note
tabularmaps,scale,scale_fill_jpregion
tabularmaps,theme,theme_tabularmap
talkr,geom,geom_token
talkr,geom,geom_turn
talkr,theme,theme_turnPlot
taylor,scale,scale_color_albums
taylor,scale,scale_color_taylor_b
taylor,scale,scale_color_taylor_c
taylor,scale,scale_color_taylor_d
taylor,scale,scale_colour_albums
taylor,scale,scale_colour_taylor_b
taylor,scale,scale_colour_taylor_c
taylor,scale,scale_colour_taylor_d
taylor,scale,scale_fill_albums
taylor,scale,scale_fill_taylor_b
taylor,scale,scale_fill_taylor_c
taylor,scale,scale_fill_taylor_d
tbrf,stat,stat_stepribbon
teal.modules.general,geom,geom_mosaic
teamcolors,scale,scale_color_teams
teamcolors,scale,scale_fill_teams
tern,stat,stat_mean_ci
tern,stat,stat_mean_pval
tern,stat,stat_median_ci
tern,stat,stat_propdiff_ci
terrainr,geom,geom_spatial_rgb
terrainr,stat,stat_spatial_rgb
texmex,geom,geom_jointExcCurve
tgamtheme,scale,scale_color_tgam
tgamtheme,scale,scale_colour_tgam
tgamtheme,scale,scale_fill_tgam
tgamtheme,theme,theme_tgam
tickr,scale,scale_x_tickr
tickr,scale,scale_y_tickr
tidybayes,geom,geom_dots
tidybayes,geom,geom_dotsh
tidybayes,geom,geom_dotsinterval
tidybayes,geom,geom_dotsintervalh
tidybayes,geom,geom_eye
tidybayes,geom,geom_eyeh
tidybayes,geom,geom_halfeyeh
tidybayes,geom,geom_interval
tidybayes,geom,geom_intervalh
tidybayes,geom,geom_lineribbon
tidybayes,geom,geom_pointinterval
tidybayes,geom,geom_pointintervalh
tidybayes,geom,geom_slab
tidybayes,geom,geom_slabh
tidybayes,geom,geom_slabinterval
tidybayes,stat,stat_ccdfinterval
tidybayes,stat,stat_ccdfintervalh
tidybayes,stat,stat_cdfinterval
tidybayes,stat,stat_cdfintervalh
tidybayes,stat,stat_dist_ccdfinterval
tidybayes,stat,stat_dist_ccdfintervalh
tidybayes,stat,stat_dist_cdfinterval
tidybayes,stat,stat_dist_cdfintervalh
tidybayes,stat,stat_dist_dots
tidybayes,stat,stat_dist_dotsh
tidybayes,stat,stat_dist_dotsinterval
tidybayes,stat,stat_dist_dotsintervalh
tidybayes,stat,stat_dist_eye
tidybayes,stat,stat_dist_eyeh
tidybayes,stat,stat_dist_gradientinterval
tidybayes,stat,stat_dist_gradientintervalh
tidybayes,stat,stat_dist_halfeye
tidybayes,stat,stat_dist_halfeyeh
tidybayes,stat,stat_dist_interval
tidybayes,stat,stat_dist_intervalh
tidybayes,stat,stat_dist_lineribbon
tidybayes,stat,stat_dist_pointinterval
tidybayes,stat,stat_dist_pointintervalh
tidybayes,stat,stat_dist_slab
tidybayes,stat,stat_dist_slabh
tidybayes,stat,stat_dist_slabinterval
tidybayes,stat,stat_dots
tidybayes,stat,stat_dotsh
tidybayes,stat,stat_dotsinterval
tidybayes,stat,stat_dotsintervalh
tidybayes,stat,stat_eye
tidybayes,stat,stat_eyeh
tidybayes,stat,stat_gradientinterval
tidybayes,stat,stat_gradientintervalh
tidybayes,stat,stat_halfeye
tidybayes,stat,stat_halfeyeh
tidybayes,stat,stat_histinterval
tidybayes,stat,stat_histintervalh
tidybayes,stat,stat_interval
tidybayes,stat,stat_intervalh
tidybayes,stat,stat_lineribbon
tidybayes,stat,stat_pointinterval
tidybayes,stat,stat_pointintervalh
tidybayes,stat,stat_sample_slabinterval
tidybayes,stat,stat_slab
tidybayes,stat,stat_slabh
tidybayes,stat,stat_slabinterval
tidybayes,scale,scale_interval_alpha_continuous
tidybayes,scale,scale_interval_alpha_discrete
tidybayes,scale,scale_interval_color_continuous
tidybayes,scale,scale_interval_color_discrete
tidybayes,scale,scale_interval_colour_continuous
tidybayes,scale,scale_interval_colour_discrete
tidybayes,scale,scale_interval_linetype_continuous
tidybayes,scale,scale_interval_linetype_discrete
tidybayes,scale,scale_interval_size_continuous
tidybayes,scale,scale_interval_size_discrete
tidybayes,scale,scale_point_alpha_continuous
tidybayes,scale,scale_point_alpha_discrete
tidybayes,scale,scale_point_color_continuous
tidybayes,scale,scale_point_color_discrete
tidybayes,scale,scale_point_colour_continuous
tidybayes,scale,scale_point_colour_discrete
tidybayes,scale,scale_point_fill_continuous
tidybayes,scale,scale_point_fill_discrete
tidybayes,scale,scale_point_size_continuous
tidybayes,scale,scale_point_size_discrete
