package,component,fname
ggpattern,scale,scale_pattern_spacing_discrete
ggpattern,scale,scale_pattern_spacing_identity
ggpattern,scale,scale_pattern_spacing_manual
ggpattern,scale,scale_pattern_subtype_continuous
ggpattern,scale,scale_pattern_subtype_discrete
ggpattern,scale,scale_pattern_subtype_identity
ggpattern,scale,scale_pattern_subtype_manual
ggpattern,scale,scale_pattern_type_continuous
ggpattern,scale,scale_pattern_type_discrete
ggpattern,scale,scale_pattern_type_identity
ggpattern,scale,scale_pattern_type_manual
ggpattern,scale,scale_pattern_units_continuous
ggpattern,scale,scale_pattern_units_discrete
ggpattern,scale,scale_pattern_units_identity
ggpattern,scale,scale_pattern_units_manual
ggpattern,scale,scale_pattern_xoffset_continuous
ggpattern,scale,scale_pattern_xoffset_discrete
ggpattern,scale,scale_pattern_xoffset_identity
ggpattern,scale,scale_pattern_xoffset_manual
ggpattern,scale,scale_pattern_yoffset_continuous
ggpattern,scale,scale_pattern_yoffset_discrete
ggpattern,scale,scale_pattern_yoffset_identity
ggpattern,scale,scale_pattern_yoffset_manual
ggpcp,geom,geom_pcp
ggpcp,geom,geom_pcp_axes
ggpcp,geom,geom_pcp_boxes
ggpcp,geom,geom_pcp_labels
ggpcp,theme,theme_pcp
ggplayfair,geom,geom_balance_of_trade
ggplot.multistats,stat,stat_summaries_hex
ggplot2,geom,geom_abline
ggplot2,geom,geom_area
ggplot2,geom,geom_bar
ggplot2,geom,geom_bin2d
ggplot2,geom,geom_bin_2d
ggplot2,geom,geom_blank
ggplot2,geom,geom_boxplot
ggplot2,geom,geom_col
ggplot2,geom,geom_contour
ggplot2,geom,geom_contour_filled
ggplot2,geom,geom_count
ggplot2,geom,geom_crossbar
ggplot2,geom,geom_curve
ggplot2,geom,geom_density
ggplot2,geom,geom_density2d
ggplot2,geom,geom_density2d_filled
ggplot2,geom,geom_density_2d
ggplot2,geom,geom_density_2d_filled
ggplot2,geom,geom_dotplot
ggplot2,geom,geom_errorbar
ggplot2,geom,geom_errorbarh
ggplot2,geom,geom_freqpoly
ggplot2,geom,geom_function
ggplot2,geom,geom_hex
ggplot2,geom,geom_histogram
ggplot2,geom,geom_hline
ggplot2,geom,geom_jitter
ggplot2,geom,geom_label
ggplot2,geom,geom_line
ggplot2,geom,geom_linerange
ggplot2,geom,geom_map
ggplot2,geom,geom_path
ggplot2,geom,geom_point
ggplot2,geom,geom_pointrange
ggplot2,geom,geom_polygon
ggplot2,geom,geom_qq
ggplot2,geom,geom_qq_line
ggplot2,geom,geom_quantile
ggplot2,geom,geom_raster
ggplot2,geom,geom_rect
ggplot2,geom,geom_ribbon
ggplot2,geom,geom_rug
ggplot2,geom,geom_segment
ggplot2,geom,geom_sf
ggplot2,geom,geom_sf_label
ggplot2,geom,geom_sf_text
ggplot2,geom,geom_smooth
ggplot2,geom,geom_spoke
ggplot2,geom,geom_step
ggplot2,geom,geom_text
ggplot2,geom,geom_tile
ggplot2,geom,geom_violin
ggplot2,geom,geom_vline
ggplot2,stat,stat_align
ggplot2,stat,stat_bin
ggplot2,stat,stat_bin2d
ggplot2,stat,stat_bin_2d
ggplot2,stat,stat_bin_hex
ggplot2,stat,stat_binhex
ggplot2,stat,stat_boxplot
ggplot2,stat,stat_connect
ggplot2,stat,stat_contour
ggplot2,stat,stat_contour_filled
ggplot2,stat,stat_count
ggplot2,stat,stat_density
ggplot2,stat,stat_density2d
ggplot2,stat,stat_density2d_filled
ggplot2,stat,stat_density_2d
ggplot2,stat,stat_density_2d_filled
ggplot2,stat,stat_ecdf
ggplot2,stat,stat_ellipse
ggplot2,stat,stat_function
ggplot2,stat,stat_identity
ggplot2,stat,stat_manual
ggplot2,stat,stat_qq
ggplot2,stat,stat_qq_line
ggplot2,stat,stat_quantile
ggplot2,stat,stat_sf
ggplot2,stat,stat_sf_coordinates
ggplot2,stat,stat_smooth
ggplot2,stat,stat_spoke
ggplot2,stat,stat_sum
ggplot2,stat,stat_summary
ggplot2,stat,stat_summary2d
ggplot2,stat,stat_summary_2d
ggplot2,stat,stat_summary_bin
ggplot2,stat,stat_summary_hex
ggplot2,stat,stat_unique
ggplot2,stat,stat_ydensity
ggplot2,scale,scale_alpha
ggplot2,scale,scale_alpha_binned
ggplot2,scale,scale_alpha_continuous
ggplot2,scale,scale_alpha_date
ggplot2,scale,scale_alpha_datetime
ggplot2,scale,scale_alpha_discrete
ggplot2,scale,scale_alpha_identity
ggplot2,scale,scale_alpha_manual
ggplot2,scale,scale_alpha_ordinal
ggplot2,scale,scale_color_binned
ggplot2,scale,scale_color_brewer
ggplot2,scale,scale_color_continuous
ggplot2,scale,scale_color_date
ggplot2,scale,scale_color_datetime
ggplot2,scale,scale_color_discrete
ggplot2,scale,scale_color_distiller
ggplot2,scale,scale_color_fermenter
ggplot2,scale,scale_color_gradient
ggplot2,scale,scale_color_gradient2
ggplot2,scale,scale_color_gradientn
ggplot2,scale,scale_color_grey
ggplot2,scale,scale_color_hue
ggplot2,scale,scale_color_identity
ggplot2,scale,scale_color_manual
ggplot2,scale,scale_color_ordinal
ggplot2,scale,scale_color_steps
ggplot2,scale,scale_color_steps2
ggplot2,scale,scale_color_stepsn
ggplot2,scale,scale_color_viridis_b
ggplot2,scale,scale_color_viridis_c
ggplot2,scale,scale_color_viridis_d
ggplot2,scale,scale_colour_binned
ggplot2,scale,scale_colour_brewer
ggplot2,scale,scale_colour_continuous
ggplot2,scale,scale_colour_date
ggplot2,scale,scale_colour_datetime
ggplot2,scale,scale_colour_discrete
ggplot2,scale,scale_colour_distiller
ggplot2,scale,scale_colour_fermenter
ggplot2,scale,scale_colour_gradient
ggplot2,scale,scale_colour_gradient2
ggplot2,scale,scale_colour_gradientn
ggplot2,scale,scale_colour_grey
ggplot2,scale,scale_colour_hue
ggplot2,scale,scale_colour_identity
ggplot2,scale,scale_colour_manual
ggplot2,scale,scale_colour_ordinal
ggplot2,scale,scale_colour_steps
ggplot2,scale,scale_colour_steps2
ggplot2,scale,scale_colour_stepsn
ggplot2,scale,scale_colour_viridis_b
ggplot2,scale,scale_colour_viridis_c
ggplot2,scale,scale_colour_viridis_d
ggplot2,scale,scale_continuous_identity
ggplot2,scale,scale_discrete_identity
ggplot2,scale,scale_discrete_manual
ggplot2,scale,scale_fill_binned
ggplot2,scale,scale_fill_brewer
ggplot2,scale,scale_fill_continuous
ggplot2,scale,scale_fill_date
ggplot2,scale,scale_fill_datetime
ggplot2,scale,scale_fill_discrete
ggplot2,scale,scale_fill_distiller
ggplot2,scale,scale_fill_fermenter
ggplot2,scale,scale_fill_gradient
ggplot2,scale,scale_fill_gradient2
ggplot2,scale,scale_fill_gradientn
ggplot2,scale,scale_fill_grey
ggplot2,scale,scale_fill_hue
ggplot2,scale,scale_fill_identity
ggplot2,scale,scale_fill_manual
ggplot2,scale,scale_fill_ordinal
ggplot2,scale,scale_fill_steps
ggplot2,scale,scale_fill_steps2
ggplot2,scale,scale_fill_stepsn
ggplot2,scale,scale_fill_viridis_b
ggplot2,scale,scale_fill_viridis_c
ggplot2,scale,scale_fill_viridis_d
ggplot2,scale,scale_linetype
ggplot2,scale,scale_linetype_binned
ggplot2,scale,scale_linetype_continuous
ggplot2,scale,scale_linetype_discrete
ggplot2,scale,scale_linetype_identity
ggplot2,scale,scale_linetype_manual
ggplot2,scale,scale_linewidth
ggplot2,scale,scale_linewidth_binned
ggplot2,scale,scale_linewidth_continuous
ggplot2,scale,scale_linewidth_date
ggplot2,scale,scale_linewidth_datetime
ggplot2,scale,scale_linewidth_discrete
ggplot2,scale,scale_linewidth_identity
ggplot2,scale,scale_linewidth_manual
ggplot2,scale,scale_linewidth_ordinal
ggplot2,scale,scale_radius
ggplot2,scale,scale_shape
ggplot2,scale,scale_shape_binned
ggplot2,scale,scale_shape_continuous
ggplot2,scale,scale_shape_discrete
ggplot2,scale,scale_shape_identity
ggplot2,scale,scale_shape_manual
ggplot2,scale,scale_shape_ordinal
ggplot2,scale,scale_size
ggplot2,scale,scale_size_area
ggplot2,scale,scale_size_binned
ggplot2,scale,scale_size_binned_area
ggplot2,scale,scale_size_continuous
ggplot2,scale,scale_size_date
ggplot2,scale,scale_size_datetime
ggplot2,scale,scale_size_discrete
ggplot2,scale,scale_size_identity
ggplot2,scale,scale_size_manual
ggplot2,scale,scale_size_ordinal
ggplot2,scale,scale_type
ggplot2,scale,scale_x_binned
ggplot2,scale,scale_x_continuous
ggplot2,scale,scale_x_date
ggplot2,scale,scale_x_datetime
ggplot2,scale,scale_x_discrete
ggplot2,scale,scale_x_log10
ggplot2,scale,scale_x_reverse
ggplot2,scale,scale_x_sqrt
ggplot2,scale,scale_x_time
ggplot2,scale,scale_y_binned
ggplot2,scale,scale_y_continuous
ggplot2,scale,scale_y_date
ggplot2,scale,scale_y_datetime
ggplot2,scale,scale_y_discrete
ggplot2,scale,scale_y_log10
ggplot2,scale,scale_y_reverse
ggplot2,scale,scale_y_sqrt
ggplot2,scale,scale_y_time
ggplot2,coord,coord_cartesian
ggplot2,coord,coord_equal
ggplot2,coord,coord_fixed
ggplot2,coord,coord_flip
ggplot2,coord,coord_map
ggplot2,coord,coord_munch
ggplot2,coord,coord_polar
ggplot2,coord,coord_quickmap
ggplot2,coord,coord_radial
ggplot2,coord,coord_sf
ggplot2,coord,coord_trans
ggplot2,coord,coord_transform
ggplot2,facet,facet_grid
ggplot2,facet,facet_null
ggplot2,facet,facet_wrap
ggplot2,theme,theme_bw
ggplot2,theme,theme_classic
ggplot2,theme,theme_dark
ggplot2,theme,theme_get
ggplot2,theme,theme_gray
ggplot2,theme,theme_grey
ggplot2,theme,theme_light
ggplot2,theme,theme_linedraw
ggplot2,theme,theme_minimal
ggplot2,theme,theme_replace
ggplot2,theme,theme_set
ggplot2,theme,theme_sub_axis
ggplot2,theme,theme_sub_axis_bottom
ggplot2,theme,theme_sub_axis_left
ggplot2,theme,theme_sub_axis_right
ggplot2,theme,theme_sub_axis_top
ggplot2,theme,theme_sub_axis_x
ggplot2,theme,theme_sub_axis_y
ggplot2,theme,theme_sub_legend
ggplot2,theme,theme_sub_panel
ggplot2,theme,theme_sub_plot
ggplot2,theme,theme_sub_strip
ggplot2,theme,theme_test
ggplot2,theme,theme_update
ggplot2,theme,theme_void
ggplot2,position,position_dodge
ggplot2,position,position_dodge2
ggplot2,position,position_fill
ggplot2,position,position_identity
ggplot2,position,position_jitter
ggplot2,position,position_jitterdodge
ggplot2,position,position_nudge
ggplot2,position,position_stack
ggplot2,guide,guide_axis
ggplot2,guide,guide_axis_logticks
ggplot2,guide,guide_axis_stack
ggplot2,guide,guide_axis_theta
ggplot2,guide,guide_bins
ggplot2,guide,guide_colorbar
ggplot2,guide,guide_colorsteps
ggplot2,guide,guide_colourbar
ggplot2,guide,guide_coloursteps
ggplot2,guide,guide_custom
ggplot2,guide,guide_gengrob
ggplot2,guide,guide_geom
ggplot2,guide,guide_legend
ggplot2,guide,guide_merge
ggplot2,guide,guide_none
ggplot2,guide,guide_train
ggplot2,guide,guide_transform
ggplot2.utils,geom,geom_km
ggplot2.utils,geom,geom_km_ticks
ggplot2.utils,geom,geom_table
ggplot2.utils,geom,geom_table_npc
ggplot2.utils,stat,stat_km
ggplot2.utils,stat,stat_km_ticks
ggplot2.utils,stat,stat_n_text
ggplot2.utils,stat,stat_prop
ggpmisc,stat,stat_correlation
ggpmisc,stat,stat_distrmix_eq
ggpmisc,stat,stat_distrmix_line
ggpmisc,stat,stat_fit_augment
ggpmisc,stat,stat_fit_deviations
ggpmisc,stat,stat_fit_fitted
ggpmisc,stat,stat_fit_glance
ggpmisc,stat,stat_fit_residuals
ggpmisc,stat,stat_fit_tb
ggpmisc,stat,stat_fit_tidy
ggpmisc,stat,stat_ma_eq
ggpmisc,stat,stat_ma_line
ggpmisc,stat,stat_multcomp
ggpmisc,stat,stat_peaks
ggpmisc,stat,stat_poly_eq
ggpmisc,stat,stat_poly_line
ggpmisc,stat,stat_quant_band
ggpmisc,stat,stat_quant_eq
ggpmisc,stat,stat_quant_line
ggpmisc,stat,stat_valleys
ggpmisc,scale,scale_color_logFC
ggpmisc,scale,scale_color_outcome
ggpmisc,scale,scale_colour_logFC
ggpmisc,scale,scale_colour_outcome
ggpmisc,scale,scale_fill_logFC
ggpmisc,scale,scale_fill_outcome
ggpmisc,scale,scale_shape_outcome
ggpmisc,scale,scale_x_FDR
ggpmisc,scale,scale_x_Pvalue
ggpmisc,scale,scale_x_logFC
ggpmisc,scale,scale_y_FDR
ggpmisc,scale,scale_y_Pvalue
ggpmisc,scale,scale_y_logFC
ggpointdensity,geom,geom_pointdensity
ggpointdensity,stat,stat_pointdensity
ggpointless,geom,geom_catenary
ggpointless,geom,geom_chaikin
ggpointless,geom,geom_lexis
ggpointless,geom,geom_pointless
ggpointless,stat,stat_catenary
ggpointless,stat,stat_chaikin
ggpointless,stat,stat_lexis
ggpointless,stat,stat_pointless
ggpolypath,geom,geom_polypath
ggpp,geom,geom_grob
ggpp,geom,geom_grob_npc
ggpp,geom,geom_label_npc
ggpp,geom,geom_label_pairwise
ggpp,geom,geom_label_s
ggpp,geom,geom_plot
ggpp,geom,geom_plot_npc
ggpp,geom,geom_point_s
ggpp,geom,geom_quadrant_lines
ggpp,geom,geom_table
ggpp,geom,geom_table_npc
ggpp,geom,geom_text_npc
ggpp,geom,geom_text_pairwise
ggpp,geom,geom_text_s
ggpp,geom,geom_vhlines
ggpp,geom,geom_x_margin_arrow
ggpp,geom,geom_x_margin_grob
ggpp,geom,geom_x_margin_point
ggpp,geom,geom_y_margin_arrow
ggpp,geom,geom_y_margin_grob
ggpp,geom,geom_y_margin_point
ggpp,stat,stat_apply_group
ggpp,stat,stat_centroid
ggpp,stat,stat_dens1d_filter
ggpp,stat,stat_dens1d_filter_g
ggpp,stat,stat_dens1d_labels
ggpp,stat,stat_dens2d_filter
ggpp,stat,stat_dens2d_filter_g
ggpp,stat,stat_dens2d_labels
ggpp,stat,stat_fmt_tb
ggpp,stat,stat_functions
ggpp,stat,stat_group_counts
ggpp,stat,stat_panel_counts
ggpp,stat,stat_quadrant_counts
ggpp,stat,stat_summary_xy
ggpp,scale,scale_npcx_continuous
ggpp,scale,scale_npcy_continuous
ggpp,position,position_dodge2_keep
ggpp,position,position_dodge2nudge
ggpp,position,position_dodge2nudge_to
ggpp,position,position_dodge_keep
ggpp,position,position_dodgenudge
ggpp,position,position_dodgenudge_to
ggpp,position,position_fill_keep
ggpp,position,position_fillnudge
ggpp,position,position_fillnudge_to
ggpp,position,position_jitter_keep
ggpp,position,position_jitternudge
ggpp,position,position_nudge_center
ggpp,position,position_nudge_centre
ggpp,position,position_nudge_keep
ggpp,position,position_nudge_line
ggpp,position,position_nudge_to
ggpp,position,position_stack_keep
ggpp,position,position_stack_minmax
ggpp,position,position_stacknudge
ggpp,position,position_stacknudge_to
ggprism,scale,scale_color_prism
ggprism,scale,scale_colour_prism
ggprism,scale,scale_fill_prism
ggprism,scale,scale_shape_prism
ggprism,theme,theme_prism
ggprism,guide,guide_prism_bracket
ggprism,guide,guide_prism_minor
ggprism,guide,guide_prism_offset
ggprism,guide,guide_prism_offset_minor
ggpubr,geom,geom_bracket
ggpubr,geom,geom_exec
ggpubr,geom,geom_pwc
ggpubr,geom,geom_signif
ggpubr,stat,stat_anova_test
ggpubr,stat,stat_bracket
ggpubr,stat,stat_central_tendency
ggpubr,stat,stat_chull
ggpubr,stat,stat_compare_means
ggpubr,stat,stat_conf_ellipse
ggpubr,stat,stat_cor
ggpubr,stat,stat_friedman_test
ggpubr,stat,stat_kruskal_test
ggpubr,stat,stat_mean
ggpubr,stat,stat_overlay_normal_density
ggpubr,stat,stat_pvalue_manual
ggpubr,stat,stat_pwc
ggpubr,stat,stat_regline_equation
ggpubr,stat,stat_stars
ggpubr,stat,stat_welch_anova_test
ggpubr,theme,theme_classic2
ggpubr,theme,theme_cleveland
ggpubr,theme,theme_pubclean
ggpubr,theme,theme_pubr
ggpubr,theme,theme_transparent
ggQQunif,geom,geom_QQ_unif
ggQQunif,scale,scale_x_QQ
ggQQunif,scale,scale_y_QQ
ggquickeda,geom,geom_km
ggquickeda,geom,geom_kmband
ggquickeda,geom,geom_kmticks
ggquickeda,stat,stat_km
ggquickeda,stat,stat_kmband
ggquickeda,stat,stat_kmticks
ggquiver,geom,geom_quiver
ggquiver,stat,stat_quiver
ggragged,facet,facet_ragged_cols
ggragged,facet,facet_ragged_rows
ggrain,geom,geom_rain
ggraph,geom,geom_axis_hive
ggraph,geom,geom_conn_bundle
ggraph,geom,geom_conn_bundle0
ggraph,geom,geom_conn_bundle2
ggraph,geom,geom_edge_arc
ggraph,geom,geom_edge_arc0
ggraph,geom,geom_edge_arc2
ggraph,geom,geom_edge_bend
ggraph,geom,geom_edge_bend0
ggraph,geom,geom_edge_bend2
ggraph,geom,geom_edge_bundle_force
ggraph,geom,geom_edge_bundle_force0
ggraph,geom,geom_edge_bundle_force2
ggraph,geom,geom_edge_bundle_minimal
ggraph,geom,geom_edge_bundle_minimal0
ggraph,geom,geom_edge_bundle_minimal2
ggraph,geom,geom_edge_bundle_path
ggraph,geom,geom_edge_bundle_path0
ggraph,geom,geom_edge_bundle_path2
ggraph,geom,geom_edge_density
ggraph,geom,geom_edge_diagonal
ggraph,geom,geom_edge_diagonal0
ggraph,geom,geom_edge_diagonal2
ggraph,geom,geom_edge_elbow
ggraph,geom,geom_edge_elbow0
ggraph,geom,geom_edge_elbow2
ggraph,geom,geom_edge_fan
ggraph,geom,geom_edge_fan0
ggraph,geom,geom_edge_fan2
ggraph,geom,geom_edge_hive
ggraph,geom,geom_edge_hive0
ggraph,geom,geom_edge_hive2
ggraph,geom,geom_edge_link
ggraph,geom,geom_edge_link0
ggraph,geom,geom_edge_link2
ggraph,geom,geom_edge_loop
ggraph,geom,geom_edge_loop0
ggraph,geom,geom_edge_parallel
ggraph,geom,geom_edge_parallel0
ggraph,geom,geom_edge_parallel2
ggraph,geom,geom_edge_point
ggraph,geom,geom_edge_sf
ggraph,geom,geom_edge_span
ggraph,geom,geom_edge_span0
ggraph,geom,geom_edge_span2
ggraph,geom,geom_edge_tile
ggraph,geom,geom_node_arc_bar
ggraph,geom,geom_node_circle
ggraph,geom,geom_node_label
ggraph,geom,geom_node_point
ggraph,geom,geom_node_range
ggraph,geom,geom_node_sf
ggraph,geom,geom_node_text
ggraph,geom,geom_node_tile
ggraph,geom,geom_node_voronoi
ggraph,scale,scale_color_viridis
ggraph,scale,scale_edge_alpha
ggraph,scale,scale_edge_alpha_binned
ggraph,scale,scale_edge_alpha_continuous
ggraph,scale,scale_edge_alpha_discrete
ggraph,scale,scale_edge_alpha_identity
ggraph,scale,scale_edge_alpha_manual
ggraph,scale,scale_edge_color_binned
ggraph,scale,scale_edge_color_brewer
ggraph,scale,scale_edge_color_continuous
ggraph,scale,scale_edge_color_discrete
ggraph,scale,scale_edge_color_distiller
ggraph,scale,scale_edge_color_fermenter
ggraph,scale,scale_edge_color_gradient
ggraph,scale,scale_edge_color_gradient2
ggraph,scale,scale_edge_color_gradientn
ggraph,scale,scale_edge_color_grey
ggraph,scale,scale_edge_color_hue
ggraph,scale,scale_edge_color_identity
ggraph,scale,scale_edge_color_manual
ggraph,scale,scale_edge_color_steps
ggraph,scale,scale_edge_color_steps2
ggraph,scale,scale_edge_color_stepsn
ggraph,scale,scale_edge_color_viridis
ggraph,scale,scale_edge_colour_binned
ggraph,scale,scale_edge_colour_brewer
ggraph,scale,scale_edge_colour_continuous
ggraph,scale,scale_edge_colour_discrete
ggraph,scale,scale_edge_colour_distiller
ggraph,scale,scale_edge_colour_fermenter
ggraph,scale,scale_edge_colour_gradient
ggraph,scale,scale_edge_colour_gradient2
ggraph,scale,scale_edge_colour_gradientn
ggraph,scale,scale_edge_colour_grey
ggraph,scale,scale_edge_colour_hue
ggraph,scale,scale_edge_colour_identity
ggraph,scale,scale_edge_colour_manual
ggraph,scale,scale_edge_colour_steps
ggraph,scale,scale_edge_colour_steps2
ggraph,scale,scale_edge_colour_stepsn
ggraph,scale,scale_edge_colour_viridis
ggraph,scale,scale_edge_fill_binned
ggraph,scale,scale_edge_fill_brewer
ggraph,scale,scale_edge_fill_continuous
ggraph,scale,scale_edge_fill_discrete
ggraph,scale,scale_edge_fill_distiller
ggraph,scale,scale_edge_fill_fermenter
ggraph,scale,scale_edge_fill_gradient
ggraph,scale,scale_edge_fill_gradient2
ggraph,scale,scale_edge_fill_gradientn
ggraph,scale,scale_edge_fill_grey
ggraph,scale,scale_edge_fill_hue
ggraph,scale,scale_edge_fill_identity
ggraph,scale,scale_edge_fill_manual
ggraph,scale,scale_edge_fill_steps
ggraph,scale,scale_edge_fill_steps2
ggraph,scale,scale_edge_fill_stepsn
ggraph,scale,scale_edge_fill_viridis
ggraph,scale,scale_edge_linetype
ggraph,scale,scale_edge_linetype_binned
ggraph,scale,scale_edge_linetype_continuous
ggraph,scale,scale_edge_linetype_discrete
ggraph,scale,scale_edge_linetype_identity
ggraph,scale,scale_edge_linetype_manual
ggraph,scale,scale_edge_radius
ggraph,scale,scale_edge_shape
ggraph,scale,scale_edge_shape_binned
ggraph,scale,scale_edge_shape_continuous
ggraph,scale,scale_edge_shape_discrete
ggraph,scale,scale_edge_shape_identity
ggraph,scale,scale_edge_shape_manual
ggraph,scale,scale_edge_size
ggraph,scale,scale_edge_size_area
ggraph,scale,scale_edge_size_binned
ggraph,scale,scale_edge_size_binned_area
ggraph,scale,scale_edge_size_continuous
ggraph,scale,scale_edge_size_discrete
ggraph,scale,scale_edge_size_identity
ggraph,scale,scale_edge_size_manual
ggraph,scale,scale_edge_width
ggraph,scale,scale_edge_width_binned
ggraph,scale,scale_edge_width_continuous
ggraph,scale,scale_edge_width_discrete
ggraph,scale,scale_edge_width_identity
ggraph,scale,scale_edge_width_manual
ggraph,scale,scale_fill_viridis
ggraph,scale,scale_label_size
ggraph,scale,scale_label_size_binned
ggraph,scale,scale_label_size_continuous
ggraph,scale,scale_label_size_discrete
ggraph,scale,scale_label_size_identity
ggraph,scale,scale_label_size_manual
ggraph,facet,facet_edges
ggraph,facet,facet_graph
ggraph,facet,facet_nodes
ggraph,theme,theme_graph
ggraph,guide,guide_edge_colorbar
ggraph,guide,guide_edge_colorsteps
ggraph,guide,guide_edge_colourbar
ggraph,guide,guide_edge_coloursteps
ggraph,guide,guide_edge_direction
ggrastr,geom,geom_beeswarm_rast
ggrastr,geom,geom_boxplot_jitter
ggrastr,geom,geom_jitter_rast
ggrastr,geom,geom_point_rast
ggrastr,geom,geom_quasirandom_rast
ggrastr,geom,geom_tile_rast
ggrastr,geom,geom_violin_rast
ggrastr,theme,theme_pdf
ggredist,geom,geom_district
ggredist,geom,geom_district_label
ggredist,geom,geom_district_text
ggredist,geom,geom_places
ggredist,stat,stat_cities
ggredist,stat,stat_district
ggredist,stat,stat_district_coordinates
ggredist,stat,stat_interstates
ggredist,stat,stat_places
ggredist,scale,scale_color_538
ggredist,scale,scale_color_alaska
ggredist,scale,scale_color_coast
ggredist,scale,scale_color_dra
ggredist,scale,scale_color_florida
ggredist,scale,scale_color_jacksonville
ggredist,scale,scale_color_larch
ggredist,scale,scale_color_natgeo
ggredist,scale,scale_color_party_b
ggredist,scale,scale_color_party_c
ggredist,scale,scale_color_party_d
ggredist,scale,scale_color_penn82
ggredist,scale,scale_color_randmcnally
ggredist,scale,scale_color_texas
ggredist,scale,scale_color_washington
ggredist,scale,scale_color_wiki_dem
ggredist,scale,scale_color_wiki_dem_pres
ggredist,scale,scale_color_wiki_rep
ggredist,scale,scale_color_wiki_rep_pres
ggredist,scale,scale_colour_alaska
ggredist,scale,scale_colour_coast
ggredist,scale,scale_colour_dra
ggredist,scale,scale_colour_florida
ggredist,scale,scale_colour_jacksonville
ggredist,scale,scale_colour_larch
ggredist,scale,scale_colour_natgeo
ggredist,scale,scale_colour_party_b
ggredist,scale,scale_colour_party_c
ggredist,scale,scale_colour_party_d
ggredist,scale,scale_colour_penn82
ggredist,scale,scale_colour_randmcnally
ggredist,scale,scale_colour_texas
ggredist,scale,scale_colour_washington
ggredist,scale,scale_fill_538
ggredist,scale,scale_fill_alaska
ggredist,scale,scale_fill_coast
ggredist,scale,scale_fill_dra
ggredist,scale,scale_fill_florida
ggredist,scale,scale_fill_jacksonville
ggredist,scale,scale_fill_larch
ggredist,scale,scale_fill_natgeo
ggredist,scale,scale_fill_party_b
ggredist,scale,scale_fill_party_c
ggredist,scale,scale_fill_party_d
ggredist,scale,scale_fill_penn82
ggredist,scale,scale_fill_randmcnally
ggredist,scale,scale_fill_texas
ggredist,scale,scale_fill_washington
ggredist,scale,scale_fill_wiki_dem
ggredist,scale,scale_fill_wiki_dem_pres
ggredist,scale,scale_fill_wiki_rep
ggredist,scale,scale_fill_wiki_rep_pres
ggredist,theme,theme_map
ggrepel,geom,geom_label_repel
ggrepel,geom,geom_text_repel
ggrepel,position,position_nudge_repel
ggridges,geom,geom_density_line
ggridges,geom,geom_density_ridges
ggridges,geom,geom_density_ridges2
ggridges,geom,geom_density_ridges_gradient
ggridges,geom,geom_ridgeline
ggridges,geom,geom_ridgeline_gradient
ggridges,geom,geom_vridgeline
ggridges,stat,stat_binline
ggridges,stat,stat_density_ridges
ggridges,scale,scale_alpha_cyclical
ggridges,scale,scale_color_cyclical
ggridges,scale,scale_colour_cyclical
ggridges,scale,scale_fill_cyclical
ggridges,scale,scale_linetype_cyclical
ggridges,scale,scale_linewidth_cyclical
ggridges,scale,scale_point_color_continuous
ggridges,scale,scale_point_color_discrete
ggridges,scale,scale_point_color_gradient
ggridges,scale,scale_point_color_hue
ggridges,scale,scale_point_colour_continuous
ggridges,scale,scale_point_colour_discrete
ggridges,scale,scale_point_colour_gradient
ggridges,scale,scale_point_colour_hue
ggridges,scale,scale_point_fill_continuous
ggridges,scale,scale_point_fill_discrete
ggridges,scale,scale_point_fill_gradient
ggridges,scale,scale_point_fill_hue
ggridges,scale,scale_point_shape
ggridges,scale,scale_point_shape_discrete
ggridges,scale,scale_point_size_continuous
ggridges,scale,scale_size_cyclical
ggridges,scale,scale_vline_color_continuous
ggridges,scale,scale_vline_color_discrete
ggridges,scale,scale_vline_color_gradient
ggridges,scale,scale_vline_color_hue
ggridges,scale,scale_vline_colour_continuous
ggridges,scale,scale_vline_colour_discrete
ggridges,scale,scale_vline_colour_gradient
ggridges,scale,scale_vline_colour_hue
ggridges,scale,scale_vline_linetype
ggridges,scale,scale_vline_linetype_discrete
ggridges,scale,scale_vline_width_continuous
ggridges,theme,theme_ridges
ggridges,position,position_points_jitter
ggridges,position,position_points_sina
ggridges,position,position_raincloud
ggrounded,geom,geom_bar_rounded
ggrounded,geom,geom_col_rounded
ggRtsy,scale,scale_color_gogh
ggRtsy,scale,scale_fill_gogh
ggsankeyfier,geom,geom_sankeyedge
ggsankeyfier,geom,geom_sankeynode
ggsankeyfier,geom,geom_sankeysegment
ggsankeyfier,stat,stat_sankeyedge
ggsankeyfier,stat,stat_sankeynode
ggsankeyfier,scale,scale_waist_binned
ggsankeyfier,scale,scale_waist_continuous
ggsankeyfier,scale,scale_waist_datetime
ggsankeyfier,scale,scale_waist_discrete
ggsankeyfier,scale,scale_waist_identity
ggsankeyfier,scale,scale_waist_manual
ggsankeyfier,position,position_sankey
ggsci,scale,scale_color_aaas
ggsci,scale,scale_color_atlassian
ggsci,scale,scale_color_bmj
ggsci,scale,scale_color_bs5
ggsci,scale,scale_color_cosmic
ggsci,scale,scale_color_d3
ggsci,scale,scale_color_flatui
ggsci,scale,scale_color_frontiers
ggsci,scale,scale_color_futurama
ggsci,scale,scale_color_gsea
ggsci,scale,scale_color_igv
ggsci,scale,scale_color_iterm
ggsci,scale,scale_color_jama
